Order ID,Order Date,Country,City,State,Category,Product Name,Quantity,Profit
WI-2020-135636,23-12-2017,United States,Brettview,Washington,Furnishings,Office Chair,9,84.85
MA-2014-939318,23-12-2017,United States,Cindyshire,Idaho,Furnishings,Table Lamp,8,803.48
NV-2020-840194,23-12-2017,United States,Port Christianfurt,Texas,Furnishings,Table Lamp,6,868.26
NH-2000-924504,24-12-2017,United States,Lake Sandraborough,Idaho,Labels,Color Coding Labels,4,800.69
OH-2013-859979,24-12-2017,United States,Stevenstad,Nevada,Copiers,Xerox 3000,1,308.93
AK-2018-335545,24-12-2017,United States,Charlesfort,Florida,Copiers,Xerox 3000,7,-74.52
MD-2009-435218,24-12-2017,United States,Thomasburgh,Idaho,Storage,Mobile Pedestal,5,521.84
ID-2005-220199,24-12-2017,United States,Brianhaven,Washington,Copiers,Canon ImageRunner,9,175.7
TX-2024-824861,24-12-2017,United States,New Andrew,Idaho,Labels,Shipping Labels,7,314.57
HI-2016-847496,24-12-2017,United States,West Kristiburgh,Ohio,Copiers,HP LaserJet Pro,7,530.63
SD-2018-331463,24-12-2017,United States,Heatherchester,Nevada,Copiers,Canon ImageRunner,2,964.7
OH-2006-304327,24-12-2017,United States,Rowefort,Ohio,Accessories,Inkjet Printer Ink,5,80.58
WI-2006-936385,25-12-2017,United States,Craigview,Texas,Accessories,Stapler,2,859.37
AL-2013-317355,25-12-2017,United States,South Mistyhaven,Georgia,Furnishings,Standing Desk,10,888.7
WA-2024-443238,25-12-2017,United States,Rodriguezstad,Texas,Labels,Address Labels,4,867.02
FL-2014-114598,25-12-2017,United States,Moralesville,New York,Accessories,Inkjet Printer Ink,8,343.86
SC-2022-990748,25-12-2017,United States,Alyssabury,Georgia,Copiers,HP LaserJet Pro,3,112.51
MS-2003-940829,25-12-2017,United States,West Robinbury,Georgia,Furnishings,Standing Desk,2,177.79
FL-2000-391030,26-12-2017,United States,Roybury,Florida,Storage,Vertical Stackable Tray,1,-40.69
CT-2016-627916,26-12-2017,United States,Lake Michelleville,Georgia,Furnishings,Standing Desk,6,113.27
NV-2025-812299,26-12-2017,United States,Kathrynburgh,New York,Labels,Address Labels,4,368.11
FL-2004-898972,26-12-2017,United States,Lake Matthew,Washington,Labels,Color Coding Labels,10,597.87
ID-2006-827706,26-12-2017,United States,Lake Matthewville,Ohio,Copiers,Xerox 3000,3,776.89
KY-2023-180608,26-12-2017,United States,Lawsonchester,Georgia,Copiers,Canon ImageRunner,6,907.72
AZ-2024-719194,26-12-2017,United States,New Holly,Illinois,Labels,Color Coding Labels,5,87.3
TX-2021-728013,26-12-2017,United States,North Amyport,Washington,Furnishings,Standing Desk,8,143.09
TN-2023-531595,26-12-2017,United States,Bakerbury,Illinois,Copiers,Canon ImageRunner,5,634.06
MT-2004-606123,26-12-2017,United States,Welchbury,Nevada,Labels,Address Labels,2,469.99
NE-2002-182485,27-12-2017,United States,Annabury,Georgia,Labels,Address Labels,7,241.07
TN-2002-760150,27-12-2017,United States,Chanview,Illinois,Accessories,Calculator,9,4.9
IA-2003-536754,27-12-2017,United States,New Troy,Texas,Copiers,HP LaserJet Pro,7,-191.71
NV-2010-570598,27-12-2017,United States,Gilberttown,Ohio,Accessories,Calculator,6,891.94
MD-2005-256130,27-12-2017,United States,Dorseymouth,Texas,Accessories,Calculator,3,630.89
WI-2001-713052,27-12-2017,United States,Robertland,Texas,Labels,Color Coding Labels,3,961.99
FL-2014-865654,27-12-2017,United States,Mcintoshton,Georgia,Copiers,Xerox 3000,7,78.16
CO-2013-589735,27-12-2017,United States,Port Karen,Georgia,Labels,Address Labels,6,457.96
NH-2006-512970,27-12-2017,United States,Jasonhaven,California,Copiers,Canon ImageRunner,7,335.39
MD-2025-635046,28-12-2017,United States,South Heatherview,Idaho,Labels,Color Coding Labels,3,-194.71
HI-2005-471136,28-12-2017,United States,South Lisa,New York,Copiers,HP LaserJet Pro,3,154.13
NM-2019-517784,28-12-2017,United States,Lake Troystad,Texas,Accessories,Inkjet Printer Ink,4,826.31
MN-2006-498870,28-12-2017,United States,Rebeccatown,Nevada,Labels,Color Coding Labels,4,824.51
MT-2005-553350,28-12-2017,United States,Smithborough,Florida,Accessories,Inkjet Printer Ink,7,417.62
WA-2008-757792,28-12-2017,United States,North Sharonview,Illinois,Copiers,Xerox 3000,3,555.18
SD-2022-841185,28-12-2017,United States,Melissamouth,Illinois,Furnishings,Standing Desk,5,136.4
DC-2008-593186,28-12-2017,United States,Lake John,California,Labels,Shipping Labels,4,644.5
IL-2019-383894,29-12-2017,United States,Ortizberg,New York,Copiers,Canon ImageRunner,5,-176.62
FL-2005-413352,29-12-2017,United States,Port Peter,Georgia,Labels,Address Labels,2,980.19
MA-2016-467834,29-12-2017,United States,Gallaghershire,California,Storage,Steel Filing Cabinet,3,624.42
IN-2019-950694,29-12-2017,United States,Sarahberg,California,Accessories,Calculator,5,-39.88
NY-2021-260781,29-12-2017,United States,Aprilchester,California,Furnishings,Table Lamp,7,849.12
TX-2000-948559,29-12-2017,United States,Henryfort,Nevada,Storage,Mobile Pedestal,1,-67.01
IN-2017-492917,30-12-2017,United States,Heidiborough,California,Copiers,HP LaserJet Pro,1,158.62
VA-2021-614125,30-12-2017,United States,Robinsonberg,Nevada,Storage,Mobile Pedestal,2,695.97
CO-2023-133670,30-12-2017,United States,Port Patrick,Georgia,Labels,Shipping Labels,8,959.43
NJ-2020-955196,30-12-2017,United States,South Brianfurt,New York,Furnishings,Table Lamp,10,54.06
ME-2011-423539,30-12-2017,United States,Lake Mikaylaton,Nevada,Accessories,Calculator,5,120.37
AL-2014-575737,31-12-2017,United States,Brandtmouth,Illinois,Storage,Vertical Stackable Tray,3,665.22
MS-2025-184049,31-12-2017,United States,Danielton,Texas,Accessories,Inkjet Printer Ink,9,985.34
ND-2002-596682,31-12-2017,United States,South Laurie,Nevada,Accessories,Stapler,3,517.65
NM-2013-714549,31-12-2017,United States,Jeffside,Idaho,Copiers,Canon ImageRunner,7,175.47
NC-2010-790628,31-12-2017,United States,Ryanfurt,Ohio,Copiers,Canon ImageRunner,6,363.21
ID-2008-264387,01-01-2018,United States,New Williamton,Texas,Furnishings,Table Lamp,6,925.28
SC-2016-484251,01-01-2018,United States,New Alexander,Ohio,Furnishings,Table Lamp,6,787.55
DE-2001-976822,01-01-2018,United States,Lake Regina,Ohio,Accessories,Calculator,5,954.56
DE-2000-181613,01-01-2018,United States,Port Markton,Washington,Labels,Address Labels,1,371.63
RI-2023-723623,01-01-2018,United States,Melissahaven,Ohio,Labels,Address Labels,4,812.06
IN-2007-636650,01-01-2018,United States,New Andrea,New York,Labels,Shipping Labels,8,598.66
ND-2004-387636,01-01-2018,United States,Daniellechester,California,Labels,Color Coding Labels,3,636.9
NJ-2019-819064,02-01-2018,United States,North Ashleychester,Washington,Furnishings,Standing Desk,3,37.92
KY-2004-481587,02-01-2018,United States,Lake Kristy,Florida,Storage,Mobile Pedestal,8,64.93
MS-2004-139149,02-01-2018,United States,New Ginamouth,Nevada,Storage,Vertical Stackable Tray,10,751.79
AK-2002-640794,02-01-2018,United States,Port Carlos,Ohio,Furnishings,Office Chair,5,877.53
MT-2013-996367,03-01-2018,United States,New Alyssa,Georgia,Copiers,Canon ImageRunner,2,214.38
LA-2020-357996,03-01-2018,United States,Port Michael,Idaho,Storage,Mobile Pedestal,7,754.48
CT-2022-818481,03-01-2018,United States,Lake Katherine,Florida,Accessories,Inkjet Printer Ink,2,710.81
DC-2001-446584,03-01-2018,United States,Lake Juan,Illinois,Copiers,Xerox 3000,9,949.42
NV-2024-422225,03-01-2018,United States,Lake Joe,Texas,Copiers,Xerox 3000,9,69.12
WY-2008-261400,03-01-2018,United States,West Brandimouth,California,Labels,Color Coding Labels,10,882.74
IA-2009-817683,04-01-2018,United States,Matthewborough,Georgia,Storage,Steel Filing Cabinet,2,321.25
KY-2025-754456,04-01-2018,United States,Nelsonview,Georgia,Storage,Mobile Pedestal,1,-191.11
HI-2025-932970,04-01-2018,United States,North Rebecca,Georgia,Storage,Mobile Pedestal,1,363.07
MS-2005-879513,05-01-2018,United States,South Bruceborough,Washington,Labels,Shipping Labels,8,238.41
UT-2011-990319,05-01-2018,United States,New Douglasbury,Ohio,Furnishings,Office Chair,8,186.4
MS-2013-279937,05-01-2018,United States,North Frankport,Washington,Furnishings,Standing Desk,6,-194.66
NE-2001-712660,05-01-2018,United States,East Kathryn,New York,Labels,Shipping Labels,4,-120.9
MN-2006-712711,06-01-2018,United States,Port Sarah,Texas,Storage,Steel Filing Cabinet,10,438.96
IN-2003-791290,06-01-2018,United States,South Nicole,Washington,Furnishings,Table Lamp,5,-10.07
VA-2002-898470,06-01-2018,United States,Lake Mollyhaven,Illinois,Storage,Mobile Pedestal,2,769.02
KS-2017-792601,06-01-2018,United States,East Mariehaven,Florida,Furnishings,Standing Desk,8,288.08
KY-2006-689791,06-01-2018,United States,Lake Linda,Nevada,Accessories,Inkjet Printer Ink,10,939.8
PA-2000-386497,06-01-2018,United States,East Geraldbury,Idaho,Labels,Address Labels,3,-27.34
VT-2024-947831,06-01-2018,United States,New Sarahmouth,Florida,Storage,Steel Filing Cabinet,7,251.34
AL-2000-113457,06-01-2018,United States,East Robinport,Idaho,Copiers,HP LaserJet Pro,7,422.24
MI-2008-246440,06-01-2018,United States,Lake James,New York,Furnishings,Standing Desk,2,596.49
FL-2005-519652,07-01-2018,United States,Tonyburgh,Idaho,Storage,Mobile Pedestal,4,694.18
MN-2007-780126,07-01-2018,United States,West Rebeccabury,New York,Copiers,Canon ImageRunner,1,975.66
DC-2002-258837,07-01-2018,United States,Davisshire,Nevada,Storage,Steel Filing Cabinet,6,700.97
OH-2024-702593,07-01-2018,United States,Brucetown,Washington,Labels,Color Coding Labels,10,187.14
FL-2007-714591,07-01-2018,United States,Boydborough,Nevada,Accessories,Calculator,9,-51.69
NE-2003-152976,08-01-2018,United States,Jamesborough,Nevada,Labels,Shipping Labels,6,821.25
KS-2024-422944,08-01-2018,United States,Port Vicki,Georgia,Furnishings,Standing Desk,10,941.18
NE-2004-891186,09-01-2018,United States,Tranland,Florida,Furnishings,Office Chair,7,855.89
VA-2014-367902,09-01-2018,United States,Brendaville,Washington,Storage,Vertical Stackable Tray,9,185.27
RI-2001-163383,09-01-2018,United States,East Mikechester,Ohio,Copiers,Canon ImageRunner,3,416.99
RI-2022-957747,09-01-2018,United States,Knighthaven,Idaho,Copiers,Canon ImageRunner,4,856.58
IL-2016-678304,09-01-2018,United States,Rachelside,Ohio,Accessories,Calculator,1,798.19
VT-2020-414221,09-01-2018,United States,Port Kyleshire,Ohio,Copiers,HP LaserJet Pro,8,169.57
OK-2023-798895,09-01-2018,United States,West Bonnie,Nevada,Furnishings,Standing Desk,3,-50.09
CO-2009-984036,10-01-2018,United States,Bryantstad,Georgia,Copiers,HP LaserJet Pro,8,991.23
LA-2005-288512,10-01-2018,United States,Williamsonmouth,California,Copiers,Canon ImageRunner,2,703.31
NM-2019-791195,10-01-2018,United States,Judyview,Nevada,Copiers,HP LaserJet Pro,1,0.48
NV-2002-862517,10-01-2018,United States,Longchester,Washington,Furnishings,Office Chair,6,65.86
AL-2016-770927,10-01-2018,United States,Brandonton,Texas,Furnishings,Table Lamp,10,-5.74
CT-2009-491242,11-01-2018,United States,South Omar,Texas,Labels,Shipping Labels,8,629.87
SC-2013-854130,11-01-2018,United States,North Christina,Ohio,Furnishings,Standing Desk,9,239.73
MA-2022-181607,11-01-2018,United States,Lake Peterhaven,New York,Storage,Mobile Pedestal,7,806.69
MD-2019-614590,12-01-2018,United States,South Marc,Idaho,Accessories,Stapler,5,621.01
IA-2024-481833,12-01-2018,United States,Keithton,New York,Storage,Mobile Pedestal,7,577.46
UT-2009-833561,12-01-2018,United States,Joshuaville,Washington,Copiers,Xerox 3000,2,233.48
VA-2005-253438,12-01-2018,United States,Lake Chad,Florida,Furnishings,Office Chair,2,395.4
OH-2013-666076,13-01-2018,United States,North Kimborough,New York,Copiers,Xerox 3000,9,78.04
GA-2021-496923,13-01-2018,United States,South Brandy,Illinois,Labels,Color Coding Labels,5,-134.6
ID-2007-800212,13-01-2018,United States,South Rogerside,Idaho,Copiers,Canon ImageRunner,5,-112.71
UT-2018-174209,14-01-2018,United States,Jamiemouth,Georgia,Labels,Shipping Labels,6,812.25
FL-2008-715185,14-01-2018,United States,Amandafurt,Nevada,Labels,Shipping Labels,7,744.69
KY-2023-419484,14-01-2018,United States,Guerrafort,Washington,Furnishings,Standing Desk,2,-140.46
SC-2004-927008,14-01-2018,United States,Stevenville,Georgia,Storage,Vertical Stackable Tray,1,929.15
PA-2017-344544,14-01-2018,United States,North Lauriechester,Illinois,Labels,Address Labels,2,536.85
ME-2017-375116,14-01-2018,United States,Zimmermantown,Georgia,Labels,Color Coding Labels,1,381.51
WA-2023-325468,14-01-2018,United States,Johnsonland,Ohio,Accessories,Stapler,8,206.72
OK-2005-627537,14-01-2018,United States,Kelleychester,Idaho,Labels,Color Coding Labels,5,-66.81
ID-2022-103199,14-01-2018,United States,East Judithstad,Ohio,Labels,Color Coding Labels,5,766.79
DC-2021-587292,14-01-2018,United States,South Suzannemouth,Ohio,Labels,Color Coding Labels,1,539.18
OK-2003-700802,15-01-2018,United States,East Jessicaville,Texas,Labels,Color Coding Labels,1,845.56
MS-2003-256342,15-01-2018,United States,Alexandramouth,Idaho,Labels,Shipping Labels,3,952.05
HI-2004-411173,15-01-2018,United States,Micheleborough,Texas,Furnishings,Office Chair,2,-192.23
NJ-2024-994894,15-01-2018,United States,South Kristie,Idaho,Copiers,HP LaserJet Pro,2,122.22
TX-2011-204098,15-01-2018,United States,Alexanderberg,Nevada,Accessories,Inkjet Printer Ink,9,179.17
NV-2024-437976,15-01-2018,United States,Hallhaven,New York,Accessories,Calculator,9,-111.38
MA-2023-359850,16-01-2018,United States,Paultown,Nevada,Accessories,Inkjet Printer Ink,8,292.87
MS-2024-147267,16-01-2018,United States,Russellhaven,New York,Copiers,Xerox 3000,8,-31.18
OK-2022-293196,16-01-2018,United States,Zacharytown,Georgia,Copiers,Xerox 3000,1,-54.23
MA-2002-350933,16-01-2018,United States,East Carlview,Florida,Furnishings,Office Chair,10,113.34
HI-2000-119677,16-01-2018,United States,Lake Allison,Illinois,Storage,Vertical Stackable Tray,9,481.79
AK-2014-754227,16-01-2018,United States,North Chelseamouth,Florida,Furnishings,Table Lamp,6,9.14
OR-2004-995542,17-01-2018,United States,Welchshire,Illinois,Labels,Address Labels,2,640.19
CT-2007-953581,17-01-2018,United States,Kaylaland,Texas,Labels,Shipping Labels,7,871.32
WY-2006-361423,17-01-2018,United States,West Kennethbury,Georgia,Storage,Vertical Stackable Tray,6,-176.91
IL-2004-671848,17-01-2018,United States,Lake Jonathan,Illinois,Copiers,Canon ImageRunner,2,651.05
LA-2019-117094,17-01-2018,United States,East Jamesbury,New York,Copiers,Xerox 3000,4,413.53
IA-2004-317910,17-01-2018,United States,North Nancyport,Ohio,Furnishings,Table Lamp,4,679.54
AK-2022-459452,17-01-2018,United States,Jasonmouth,Illinois,Furnishings,Standing Desk,6,611
HI-2023-215730,18-01-2018,United States,East Vincentmouth,California,Accessories,Calculator,2,5.58
CA-2023-453437,18-01-2018,United States,East Kimberlyside,Washington,Labels,Shipping Labels,2,614.31
PA-2000-295156,18-01-2018,United States,North Tammy,California,Storage,Mobile Pedestal,3,448.71
NJ-2021-126411,18-01-2018,United States,Lesliefort,Washington,Furnishings,Office Chair,4,220.81
AK-2010-136644,18-01-2018,United States,South Theresa,Illinois,Furnishings,Office Chair,2,302.69
WI-2000-763038,18-01-2018,United States,Walkerview,Nevada,Copiers,Xerox 3000,10,-44.19
LA-2007-150078,19-01-2018,United States,Timothyfurt,California,Furnishings,Office Chair,4,845.37
ND-2012-574596,19-01-2018,United States,Amberhaven,Washington,Labels,Shipping Labels,1,-58.84
ID-2024-787978,19-01-2018,United States,Port Kimberly,Georgia,Labels,Color Coding Labels,7,647.63
MI-2008-917433,19-01-2018,United States,Goodwinside,Nevada,Labels,Shipping Labels,3,432.61
AZ-2020-197800,19-01-2018,United States,Reedfurt,Florida,Furnishings,Table Lamp,9,542.21
FL-2022-378231,20-01-2018,United States,Williammouth,Nevada,Labels,Address Labels,1,790.15
MN-2001-789649,20-01-2018,United States,West Michael,Georgia,Copiers,Canon ImageRunner,8,268.4
MA-2014-247815,20-01-2018,United States,Mcdonaldtown,Washington,Furnishings,Office Chair,1,-65.37
NE-2023-866200,20-01-2018,United States,Blairport,Ohio,Accessories,Inkjet Printer Ink,8,811.12
MN-2003-399033,20-01-2018,United States,South Amybury,New York,Furnishings,Table Lamp,2,499.02
FL-2015-471512,20-01-2018,United States,Sethberg,Georgia,Storage,Steel Filing Cabinet,10,175.92
NY-2005-850493,20-01-2018,United States,Michaelhaven,New York,Furnishings,Office Chair,1,334.25
AR-2022-354533,20-01-2018,United States,Andrewhaven,Texas,Furnishings,Office Chair,3,690.48
NC-2016-536577,21-01-2018,United States,North Melissa,Nevada,Accessories,Calculator,4,481.73
NV-2021-570994,21-01-2018,United States,Clinestad,New York,Labels,Color Coding Labels,5,105.22
WY-2020-587274,21-01-2018,United States,Lake Michaelton,New York,Accessories,Calculator,4,319.91
OK-2017-602300,21-01-2018,United States,North Gabriel,Texas,Copiers,HP LaserJet Pro,4,987.28
CA-2018-295872,21-01-2018,United States,Bensonburgh,Ohio,Storage,Mobile Pedestal,8,-118.97
SD-2005-750698,21-01-2018,United States,North Katie,Florida,Storage,Steel Filing Cabinet,1,951.67
ID-2012-377407,21-01-2018,United States,Wagnerville,California,Labels,Shipping Labels,6,752.5
NJ-2007-587685,21-01-2018,United States,Jaredtown,Ohio,Storage,Mobile Pedestal,3,369.2
ID-2014-312409,22-01-2018,United States,Timothybury,Washington,Accessories,Inkjet Printer Ink,9,640.18
NE-2014-912878,22-01-2018,United States,Justinside,Nevada,Accessories,Calculator,7,897.07
MI-2005-380808,22-01-2018,United States,New Eric,Florida,Labels,Address Labels,8,927.96
AL-2007-487319,23-01-2018,United States,Cunninghamland,Georgia,Labels,Address Labels,10,146.98
OH-2008-836092,23-01-2018,United States,Harrisberg,Nevada,Accessories,Calculator,2,247.63
VT-2008-162563,23-01-2018,United States,Stanleyland,Texas,Accessories,Stapler,4,286.95
CO-2014-944350,23-01-2018,United States,South Michael,Georgia,Copiers,Canon ImageRunner,8,-194.25
FL-2006-109132,23-01-2018,United States,West Margaret,Washington,Furnishings,Office Chair,7,626.08
OR-2022-958749,23-01-2018,United States,East Jacobville,Idaho,Copiers,Xerox 3000,2,197.87
WI-2001-266850,23-01-2018,United States,South Ryan,Idaho,Accessories,Inkjet Printer Ink,1,-74.9
WA-2025-191913,24-01-2018,United States,West Melissa,California,Furnishings,Table Lamp,7,533.67
HI-2022-668145,24-01-2018,United States,East Jason,Idaho,Copiers,Xerox 3000,7,-99.82
GA-2019-712060,24-01-2018,United States,East Rebeccamouth,Idaho,Furnishings,Table Lamp,7,371.99
DC-2007-705973,24-01-2018,United States,Bradton,Illinois,Storage,Mobile Pedestal,2,251.56
DC-2020-835778,24-01-2018,United States,Lake Brian,Georgia,Accessories,Inkjet Printer Ink,7,865.1
KY-2006-521487,24-01-2018,United States,East Raymond,Ohio,Furnishings,Office Chair,6,390.36
SC-2007-506691,24-01-2018,United States,Brownhaven,Texas,Labels,Address Labels,8,871.65
HI-2025-659633,24-01-2018,United States,Michelleland,California,Copiers,HP LaserJet Pro,7,379.18
CT-2018-153214,24-01-2018,United States,East Johnland,Georgia,Furnishings,Standing Desk,1,734.69
AZ-2011-887116,25-01-2018,United States,Lake Erica,Florida,Accessories,Calculator,3,-77.21
MT-2022-894193,25-01-2018,United States,North Heidifurt,Idaho,Labels,Color Coding Labels,8,164.67
IN-2010-254986,25-01-2018,United States,Scottchester,Nevada,Furnishings,Table Lamp,6,895.77
AR-2019-508576,25-01-2018,United States,Ryanton,Ohio,Accessories,Inkjet Printer Ink,6,665.18
WV-2024-174446,25-01-2018,United States,Brightburgh,Texas,Labels,Shipping Labels,8,494.32
NV-2015-811047,25-01-2018,United States,North Jake,New York,Furnishings,Table Lamp,3,943.1
AR-2010-819085,25-01-2018,United States,Laurentown,Idaho,Furnishings,Office Chair,7,424.34
AZ-2017-651236,26-01-2018,United States,Jamesland,Ohio,Storage,Vertical Stackable Tray,1,93.92
HI-2022-682867,26-01-2018,United States,Gregmouth,Texas,Furnishings,Table Lamp,1,795.77
AK-2010-740006,26-01-2018,United States,South Kennethton,Georgia,Labels,Address Labels,1,39.57
HI-2025-569443,26-01-2018,United States,South Lauriefort,Washington,Accessories,Calculator,1,-11.17
MA-2002-327946,26-01-2018,United States,Christopherside,Washington,Accessories,Inkjet Printer Ink,6,93.77
NJ-2019-106892,26-01-2018,United States,Andersonborough,Idaho,Copiers,Canon ImageRunner,4,904.46
CO-2003-918329,26-01-2018,United States,North Jimmy,Texas,Copiers,Canon ImageRunner,8,-151.39
SD-2022-120214,26-01-2018,United States,Lopezland,Illinois,Copiers,Canon ImageRunner,7,105.77
VA-2024-598811,26-01-2018,United States,Briannabury,California,Accessories,Inkjet Printer Ink,10,-65.69
DC-2023-181802,27-01-2018,United States,Jeffreyfort,New York,Furnishings,Standing Desk,5,-119.12
NH-2004-780513,27-01-2018,United States,Lake Jennyview,California,Copiers,Canon ImageRunner,8,876.31
LA-2003-899431,28-01-2018,United States,Pierceville,Idaho,Copiers,Xerox 3000,9,180.08
DE-2000-882717,28-01-2018,United States,East Bretthaven,Ohio,Copiers,Xerox 3000,9,704.74
OR-2020-913804,28-01-2018,United States,East Keithville,Texas,Furnishings,Standing Desk,1,324.29
VA-2013-478510,28-01-2018,United States,Chaseport,Georgia,Labels,Shipping Labels,4,-134.55
AL-2024-305494,28-01-2018,United States,Spencerside,California,Storage,Vertical Stackable Tray,8,443.83
CO-2005-199944,28-01-2018,United States,Port Ericahaven,Georgia,Accessories,Stapler,5,-117.94
WY-2001-268099,28-01-2018,United States,Reginaview,Florida,Furnishings,Table Lamp,2,17.43
SD-2001-178065,29-01-2018,United States,West Cassandrahaven,California,Accessories,Calculator,2,84.88
AZ-2017-468396,29-01-2018,United States,East Melanieburgh,Washington,Storage,Steel Filing Cabinet,8,305.66
NY-2005-747913,29-01-2018,United States,West Marcus,Georgia,Accessories,Stapler,5,990.15
TN-2020-469584,29-01-2018,United States,New Wandaburgh,California,Storage,Mobile Pedestal,9,236.58
OK-2008-336876,29-01-2018,United States,Terrimouth,Washington,Storage,Vertical Stackable Tray,8,877.86
ME-2006-189540,29-01-2018,United States,Port Heidiport,Georgia,Labels,Shipping Labels,8,595.83
GA-2013-916749,29-01-2018,United States,New Alexander,Idaho,Storage,Steel Filing Cabinet,4,647.39
PA-2008-347471,29-01-2018,United States,Benjaminville,Florida,Copiers,HP LaserJet Pro,7,116.95
OH-2004-379484,29-01-2018,United States,West Lisa,Nevada,Furnishings,Table Lamp,2,838.87
VA-2017-215668,30-01-2018,United States,South Brandonbury,Texas,Labels,Address Labels,4,196.5
MT-2004-306136,30-01-2018,United States,Lake Arthur,Illinois,Accessories,Calculator,8,428.08
GA-2015-144714,30-01-2018,United States,Jonathanberg,Idaho,Accessories,Stapler,4,-121.56
MT-2020-574224,30-01-2018,United States,East Kevinport,Texas,Labels,Address Labels,7,363.83
DE-2012-224207,30-01-2018,United States,Robertmouth,Ohio,Furnishings,Table Lamp,5,998.97
WA-2002-873876,31-01-2018,United States,East Stacey,Texas,Labels,Address Labels,1,599.37
NY-2014-877756,31-01-2018,United States,South Marcoberg,Texas,Furnishings,Standing Desk,9,978.97
WV-2017-865598,31-01-2018,United States,Brycetown,Nevada,Storage,Vertical Stackable Tray,9,20.78
ND-2022-678852,31-01-2018,United States,Lake Bianca,Florida,Copiers,Xerox 3000,6,748.48
NE-2014-170467,31-01-2018,United States,Port Sabrinamouth,Washington,Accessories,Calculator,4,229.17
ME-2002-851094,01-02-2018,United States,New Jacobchester,Illinois,Labels,Color Coding Labels,9,646.52
CA-2015-637688,01-02-2018,United States,Andrebury,New York,Accessories,Calculator,1,526.17
VA-2018-543044,01-02-2018,United States,Lake Connieton,Nevada,Accessories,Calculator,10,112.76
GA-2022-837316,01-02-2018,United States,Port Meghan,Washington,Storage,Vertical Stackable Tray,8,484.55
OK-2007-982408,01-02-2018,United States,East Justin,California,Copiers,Xerox 3000,9,660.04
IA-2021-760096,01-02-2018,United States,Louismouth,Ohio,Storage,Mobile Pedestal,9,14.96
GA-2003-132333,02-02-2018,United States,Randallland,Ohio,Accessories,Stapler,7,513.32
IL-2005-663323,02-02-2018,United States,Wilsonstad,Florida,Copiers,Canon ImageRunner,10,292.75
NC-2023-619811,02-02-2018,United States,Kimberlyburgh,Florida,Labels,Shipping Labels,6,-149.13
SD-2002-948920,02-02-2018,United States,Lake Stephanietown,Idaho,Labels,Shipping Labels,3,-145.01
WY-2023-313617,02-02-2018,United States,Wallstad,Nevada,Storage,Steel Filing Cabinet,6,-106.16
LA-2013-488855,02-02-2018,United States,New Charlesmouth,Ohio,Furnishings,Table Lamp,2,513.17
SC-2025-733597,03-02-2018,United States,Conleyhaven,New York,Furnishings,Table Lamp,7,451.34
UT-2006-720617,03-02-2018,United States,South Matthew,Georgia,Accessories,Calculator,10,601.17
MS-2022-480180,03-02-2018,United States,Bentleyberg,Ohio,Labels,Address Labels,6,729.63
VA-2024-784138,03-02-2018,United States,South Erin,Washington,Copiers,Canon ImageRunner,6,649.58
AK-2023-444830,03-02-2018,United States,South Carrie,Texas,Accessories,Inkjet Printer Ink,7,520.84
ME-2017-992104,03-02-2018,United States,Port Michael,Texas,Copiers,HP LaserJet Pro,5,807.23
WA-2025-978554,04-02-2018,United States,Sheilaport,California,Accessories,Inkjet Printer Ink,5,235.82
TN-2020-510583,04-02-2018,United States,Morganshire,Idaho,Labels,Address Labels,5,937.14
NM-2019-519370,04-02-2018,United States,Sanchezberg,Washington,Labels,Shipping Labels,7,265.75
IA-2016-666413,05-02-2018,United States,Crawfordchester,New York,Labels,Color Coding Labels,6,883.09
IL-2005-933225,05-02-2018,United States,West Heidi,California,Storage,Mobile Pedestal,6,97.84
DC-2000-895189,05-02-2018,United States,Jessicatown,Georgia,Furnishings,Standing Desk,7,968.7
AZ-2025-830179,05-02-2018,United States,North Kayla,Idaho,Copiers,Canon ImageRunner,4,100.23
SD-2022-619360,05-02-2018,United States,Hoganberg,New York,Furnishings,Standing Desk,10,-119.71
OR-2017-526428,06-02-2018,United States,South William,Idaho,Storage,Steel Filing Cabinet,8,568.02
WA-2025-373233,06-02-2018,United States,South Valerie,Nevada,Accessories,Inkjet Printer Ink,9,331.85
LA-2022-581266,06-02-2018,United States,West Jenniferhaven,Nevada,Labels,Address Labels,10,950.17
MN-2001-713584,06-02-2018,United States,North Shane,Washington,Copiers,HP LaserJet Pro,8,-182.8
WV-2017-261037,06-02-2018,United States,South Melissaberg,California,Copiers,Canon ImageRunner,8,287.05
CO-2009-153594,06-02-2018,United States,Jessicaland,Idaho,Copiers,Canon ImageRunner,4,934.67
SD-2020-386606,06-02-2018,United States,East Jeffery,New York,Labels,Color Coding Labels,3,599.1
SC-2018-129113,06-02-2018,United States,Rachelburgh,New York,Copiers,Canon ImageRunner,9,645.6
KS-2000-784320,07-02-2018,United States,West Maryberg,Texas,Labels,Address Labels,1,-124.02
MD-2021-593832,08-02-2018,United States,South Samantha,Idaho,Accessories,Inkjet Printer Ink,3,993.16
WV-2001-783382,08-02-2018,United States,New Francesborough,California,Furnishings,Office Chair,8,234.7
VT-2012-299092,08-02-2018,United States,New Emilyside,Ohio,Labels,Shipping Labels,6,590.67
IN-2003-669751,08-02-2018,United States,South Melanieland,New York,Copiers,Xerox 3000,9,-7.05
